,1,2,3,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,Search Volume,KW Density ,+KWs,Old H1,New Header (H1),Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Date Published ,New URL ,Notes,PSD,Des. URL,Notes,Dev. URL,map_id,map_data,meta_tag,H1_tag,Extracted Text,Meta_Link,H1_Link,H1_id,H1_com,Meta_id,Meta_com,H1_Updated_DB,Meta_Updated_DB
303,,,5 Types of Phishing Attacks that Could Really Ruin Your Day,,,Existing Page,https://guardiandigital.com/resources/blog/types-of-phishing-attacks,,,,,,,5 Types of Phishing Attacks that Could Really Ruin Your Day,Email Security Intelligence - 5 Types of Phishing Attacks that Could Really Ruin Your Day,5 Types of Phishing Attacks that Could Really Ruin Your Day - .,5 Types of Phishing Attacks that Could Really Ruin Your Day,59,https://guardiandigital.com/resources/blog/types-of-phishing-attacks,"5 Types of Phishing Attacks that Could Really Ruin Your Day - According to Guardian Digital researchers, phishing attacks have increased by 600% due to the pandemic and users are now three times more likely to interact with a malicious link than they were pre-COVID. Phishing comes in many forms, as attackers leverage email and other communication channels...",Learn about '5 Types of Phishing Attacks that Could Really Ruin Your Day' by reading this article here. Browse more relevant topics today!,138,,,,,,,,,,,,305,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,types-of-phishing-attacks,index.php?option=com_content&view=article&id=243,index.php?option=com_content&view=article&id=243,243,w5zxq_content,243,w5zxq_content,True,True
304,,,Understanding Malicious URL Protection - And Why You Need It to Secure Your Email,,,Existing Page,https://guardiandigital.com/resources/blog/understanding-malicious-url-protection-and-why-you-need-it-to-secure-your-email,,,,,,,Understanding Malicious URL Protection - And Why You Need It to Secure Your Email,Email Security Intelligence - Understanding Malicious URL Protection - And Why You Need It to Secure Your Email,Understanding Malicious URL Protection - And Why You Need It to Secure Your Email,Understanding Malicious URL Protection ,39,https://guardiandigital.com/resources/blog/understanding-malicious-url-protection-and-why-you-need-it-to-secure-your-email,"Understanding Malicious URL Protection - And Why You Need It to Secure Your Email - Implementing malicious URL protection as part of a comprehensive email security strategy is imperative in defending against phishing, business email compromise (BEC) and other attacks involving malicious links. Now you may be wondering - what exactly is malicious URL protection and how does it...",Learn about 'Understanding Malicious URL Protection - And Why You Need It to Secure Your Email' by reading this article or browse more topics here.,147,,,,,,,,,,,,306,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,understanding-malicious-url-protection-and-why-you-need-it-to-secure-your-email,index.php?option=com_content&view=article&id=127,index.php?option=com_content&view=article&id=127,127,w5zxq_content,127,w5zxq_content,True,True
305,,,Understanding Payload-Less Email Attacks in Under 3 Minutes,,,Existing Page,https://guardiandigital.com/resources/blog/understanding-payload-less-email-attacks-in-under-3-minutes,,,,,,,Understanding Payload-Less Email Attacks in Under 3 Minutes,Email Security Intelligence - Understanding Payload-Less Email Attacks in Under 3 Minutes,Understanding Payload-Less Email Attacks in Under 3 Minutes.,Understanding Payload-Less Email Attacks in Under 3 Minutes,59,https://guardiandigital.com/resources/blog/understanding-payload-less-email-attacks-in-under-3-minutes,"Understanding Payload-Less Email Attacks in Under 3 Minutes - For as long as the Internet has existed, cyber thieves and security companies have been playing “the cat and mouse game” - as security software advances, criminals figure out new methods of evading detection. Attackers have traditionally relied on malicious links and attachments embedded in...",Learn about 'Understanding Payload-Less Email Attacks in Under 3 Minutes' by reading this article here. Browse more relevant topics today!,138,,,,,,,,,,,,307,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,understanding-payload-less-email-attacks-in-under-3-minutes,index.php?option=com_content&view=article&id=116,index.php?option=com_content&view=article&id=116,116,w5zxq_content,116,w5zxq_content,True,True
306,,,What Are Bots and Botnets?,,,Existing Page,https://guardiandigital.com/resources/blog/what-are-bots-and-botnets,,,,,,,What Are Bots and Botnets?,What Are Bots and Botnets?,What Are Bots and Botnets?.,What Are Bots and Botnets? - Guardian Digital,45,https://guardiandigital.com/resources/blog/what-are-bots-and-botnets,"What Are Bots and Botnets? - The scale of a botnet enables the attacker to perform large-scale scams that were previously impossible with malware. Since botnets remain under the control of a remote attacker, infected devices can receive updates and quickly change their behavior. As a result, bot-herders can often rent access...","Since botnets remain under the control of a remote attacker, infected devices can receive updates and quickly change their behavior. Learn more here.",149,,,,,,,,,,,,308,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-are-bots-and-botnets,index.php?option=com_content&view=article&id=341,index.php?option=com_content&view=article&id=341,341,w5zxq_content,341,w5zxq_content,True,True
307,,,What Are Cyberthieves After & How Do They Leverage Email to Obtain It?,,,Existing Page,https://guardiandigital.com/resources/blog/what-are-cybercriminals-how-they-work,,,,,,,What Are Cyberthieves After & How Do They Leverage Email to Obtain It?,Email Security Intelligence - What Are Cyberthieves After & How Do They Leverage Email to Obtain It?,What Are Cyberthieves After & How Do They Leverage Email to Obtain It?,Cyberthieves Goals and Email Exploitation,41,https://guardiandigital.com/resources/blog/what-are-cybercriminals-how-they-work,"What Are Cyberthieves After & How Do They Leverage Email to Obtain It? - Over 90% of modern Cyber Attacks begin with a phishing email, and Guardian Digital researchers have identified a 600% increase in phishing attacks since the start of the pandemic. Ransomware and phishing attacks dominate security news headlines daily and have become so commonplace that they often...",Learn about 'What Are Cyberthieves After & How Do They Leverage Email to Obtain It?' by reading this article or browse more topics here.,136,,,,,,,,,,,,309,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-are-cybercriminals-how-they-work,index.php?option=com_content&view=article&id=252,index.php?option=com_content&view=article&id=252,252,w5zxq_content,252,w5zxq_content,True,True
308,,,8 Business Email Security Best Practices,,,Existing Page,https://guardiandigital.com/resources/blog/what-is-an-effective-enterprise-email-security-strategy-in-2020,,,,,,,8 Business Email Security Best Practices,Email Security Intelligence - 8 Business Email Security Best Practices,8 Business Email Security Best Practices - Guardian Digital.,8 Business Email Security Best Practices,40,https://guardiandigital.com/resources/blog/what-is-an-effective-enterprise-email-security-strategy-in-2020,"8 Business Email Security Best Practices - As a new decade unfolds, the unfortunate reality is that despite improvements, enterprises are still losing the email security battle to attackers, largely due to the fact that too many organizations fail to address the big picture when it comes to security. An effective enterprise level strategy...",Ninety percent of Cyber Attacks are now carried out via email. Learn about the 8 Business Email Security Best Practices from this article.,138,,,,,,,,,,,,310,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-is-an-effective-enterprise-email-security-strategy-in-2020,index.php?option=com_content&view=article&id=80,index.php?option=com_content&view=article&id=80,80,w5zxq_content,80,w5zxq_content,True,True
309,,,What Is Deep Fake Phishing?,,,Existing Page,https://guardiandigital.com/resources/blog/what-is-Deep Fake-phishing,,,,,,,What Is Deep Fake Phishing?,What Is Deep Fake Phishing?,What Is Deep Fake Phishing?.,What Is Deep Fake Phishing? - Guardian Digital,46,https://guardiandigital.com/resources/blog/what-is-Deep Fake-phishing,"What Is Deep Fake Phishing? - This technology has been around for some time, however, with modern artificial intelligence combined with audio and videos of people on the Internet, deep fakes are becoming more convincing and easier to create than ever before. This article will discuss what Deep Fake phishing is, how it may usher...","With modern AI combined with audio and videos of people on the Internet, deep fakes are becoming more convincing and easier to create than ever before.",151,,,,,,,,,,,,311,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",False,False,what-is-Deep Fake-phishing,,,,,,,False,False
310,,,What Is Email Account Compromise?,,,Existing Page,https://guardiandigital.com/resources/blog/what-is-email-account-compromise,,,,,,,What Is Email Account Compromise?,Email Security Intelligence - What Is Email Account Compromise?,What Is Email Account Compromise?.,What Is Email Account Compromise?,33,https://guardiandigital.com/resources/blog/what-is-email-account-compromise,"What Is Email Account Compromise? - Often associated with Business Email Compromise (BEC), EAC has its own characteristics that all organizations should be aware of as an equally dangerous form of attack. This article will discuss the differences between Email Account Compromise and Business Email Compromise (BEC) as well as...","Often associated with Business Email Compromise (BEC), EAC has its own characteristics that all organizations should be aware of. Learn more here.",146,,,,,,,,,,,,312,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-is-email-account-compromise,index.php?option=com_content&view=article&id=261,index.php?option=com_content&view=article&id=261,261,w5zxq_content,261,w5zxq_content,True,True
311,,,What Is Email Security?,,,Existing Page,https://guardiandigital.com/resources/blog/what-is-email-security,,,,,,,What Is Email Security?,What Is Email Security?,What Is Email Security?.,What Is Email Security? - Guardian Digital,42,https://guardiandigital.com/resources/blog/what-is-email-security,"What Is Email Security? - Email security services coincide with data and endpoint security, as well as other cybersecurity services that make organizations conscious of threats, safe from attacks, and prepared should an attack occur. To capitalize on protection efforts, businesses can deploy secure email gateways and...",Did you know that your email account could be vulnerable to external threats and data breaches? Learn more about Email Security services today. ,144,,,,,,,,,,,,313,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-is-email-security,index.php?option=com_content&view=article&id=263,index.php?option=com_content&view=article&id=263,263,w5zxq_content,263,w5zxq_content,True,True
312,,,Records Management - Complete Guide on Information Records Management,,,Existing Page,https://guardiandigital.com/resources/blog/what-is-records-management,,,,,,,Records Management - Complete Guide on Information Records Management,Email Security Intelligence - Records Management - Complete Guide on Information Records Management,Records Management - Complete Guide on Information Records Management,Comprehensive Guide to Records Management,41,https://guardiandigital.com/resources/blog/what-is-records-management,"Records Management - Complete Guide on Information Records Management - That being said, it’s critical to remember that the growth of your organization correlates with a potential risk of a cybersecurity disaster. All it takes is a single vulnerability to put an organization’s future in harm’s way. This article will discuss the benefits of a system of managing your...",Record Management is an essential step that entails the creation and maintenance of business transactions and activities. Learn more about it here. ,148,,,,,,,,,,,,314,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-is-records-management,index.php?option=com_content&view=article&id=300,index.php?option=com_content&view=article&id=300,300,w5zxq_content,300,w5zxq_content,True,True
313,,,What is Whaling (Whaling Phishing)? & How to Prevent Whaling attacks?,,,Existing Page,https://guardiandigital.com/resources/blog/what-is-whaling,,,,,,,What is Whaling (Whaling Phishing)? & How to Prevent Whaling attacks?,Email Security Intelligence - What is Whaling (Whaling Phishing)? & How to Prevent Whaling attacks?,What is Whaling (Whaling Phishing)? & How to Prevent Whaling attacks?,Whaling Phishing: Definition and Prevention Tips,48,https://guardiandigital.com/resources/blog/what-is-whaling,"What is Whaling (Whaling Phishing)? & How to Prevent Whaling attacks? - A whaling attack, also known as whaling phishing or a whaling phishing attack, is a highly dangerous and deceptive variation of phishing designed to target high profile executives, or “whales”, in order to steal sensitive information from a company, as those that hold higher positions within the...",There are several kinds of cyber-security attacks. Whaling is one of them. Learn all about whaling and how to prevent whaling attacks here.,139,,,,,,,,,,,,315,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-is-whaling,index.php?option=com_content&view=article&id=56,index.php?option=com_content&view=article&id=56,56,w5zxq_content,56,w5zxq_content,True,True
314,,,What You Need to Know About Open-Source Software Security,,,Existing Page,https://guardiandigital.com/resources/blog/what-you-need-to-know-about-open-source-software-security,,,,,,,What You Need to Know About Open-Source Software Security,Email Security Intelligence - What You Need to Know About Open-Source Software Security,What You Need to Know About Open-Source Software Security.,What You Need to Know About Open-Source Software Security,57,https://guardiandigital.com/resources/blog/what-you-need-to-know-about-open-source-software-security,"What You Need to Know About Open-Source Software Security - The Future Is Open Source Open-source is software with publicly accessible code that anyone can view and contribute to, and forms the foundation of the Internet we use today. The popularity of open-source code is rising–not only are more programs using open-source code but a larger portion of the...",Open-source software security is a much-talked-about concept in today's fast-changing digital world. Here's everything you need to know about it. ,146,,,,,,,,,,,,316,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,what-you-need-to-know-about-open-source-software-security,index.php?option=com_content&view=article&id=255,index.php?option=com_content&view=article&id=255,255,w5zxq_content,255,w5zxq_content,True,True
315,,,Why a Zero-Trust Model for Email Security is Critical,,,Existing Page,https://guardiandigital.com/resources/blog/why-a-zero-trust-model-for-email-security-is-critical,,,,,,,Why a Zero-Trust Model for Email Security is Critical,Email Security Intelligence - Why a Zero-Trust Model for Email Security is Critical,Why a Zero-Trust Model for Email Security is Critical - Guardi.,Why a Zero-Trust Model for Email Security is Critical,53,https://guardiandigital.com/resources/blog/why-a-zero-trust-model-for-email-security-is-critical,"Why a Zero-Trust Model for Email Security is Critical - Zero-trust encourages the point that you should “never trust, always verify,” as users, platform providers, and network traffic should be treated as potential threats, and additional measures are necessary to minimize risks. Implementing this framework helps to make sure that only the creator and...","A Zero-Trust Model is based on the 'never trust, always verify' approach that helps build a more proactive and secure network. Here's why it is critical. ",154,,,,,,,,,,,,317,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-a-zero-trust-model-for-email-security-is-critical,index.php?option=com_content&view=article&id=293,index.php?option=com_content&view=article&id=293,293,w5zxq_content,293,w5zxq_content,True,True
316,,,Why Businesses Are Unprepared For Cyber Attacks,,,Existing Page,https://guardiandigital.com/resources/blog/why-businesses-are-unprepared-for-Cyber Attacks,,,,,,,Why Businesses Are Unprepared For Cyber Attacks,Email Security Intelligence - Why Businesses Are Unprepared For Cyber Attacks,Why Businesses Are Unprepared For Cyber Attacks.,Why Businesses Are Unprepared For Cyber Attacks,47,https://guardiandigital.com/resources/blog/why-businesses-are-unprepared-for-Cyber Attacks,"Why Businesses Are Unprepared For Cyber Attacks - A recent survey found that 47% of organizations have not assessed the readiness of their incident response teams, making the first trial run of their plans at the worst possible time, during a cyberattack. Attackers are constantly testing the defenses and reactions of their targets, as you...","A cyberattack may strike out of nowhere, leaving a business battling its effects in the long term. Here's why businesses are unprepared for Cyber Attacks. ",155,,,,,,,,,,,,318,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",False,False,why-businesses-are-unprepared-for-Cyber Attacks,,,,,,,False,False
317,,,Why Email Security is Becoming More Necessary and How to Safeguard It,,,Existing Page,https://guardiandigital.com/resources/blog/why-email-security-is-becoming-more-necessary-and-how-to-safeguard-it,,,,,,,Why Email Security is Becoming More Necessary and How to Safeguard It,Email Security Intelligence - Why Email Security is Becoming More Necessary and How to Safeguard It,Why Email Security is Becoming More Necessary and How to Safeguard It,Why Email Security is Becoming More Necessary,45,https://guardiandigital.com/resources/blog/why-email-security-is-becoming-more-necessary-and-how-to-safeguard-it,"Why Email Security is Becoming More Necessary and How to Safeguard It - According to North Dakota State University, 92% of malware is delivered by email. As a business owner, you and your employees rely on email to communicate with partners, vendors, customers, and each other, but it could also be putting you at risk. Email scams and viruses can put your entire...","According to a recent study, 92% of malware is delivered via email. Read about why email security is becoming more necessary and how to safeguard it.",149,,,,,,,,,,,,319,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-email-security-is-becoming-more-necessary-and-how-to-safeguard-it,index.php?option=com_content&view=article&id=219,index.php?option=com_content&view=article&id=219,219,w5zxq_content,219,w5zxq_content,True,True
318,,,Importance of Email Security & Advantages in New Reality,,,Existing Page,https://guardiandigital.com/resources/blog/why-email-security-is-more-important-than-ever-in-this-new-reality,,,,,,,Why Email Security Is More Important Than Ever in This 'New Reality',Email Security Intelligence - Importance of Email Security & Advantages in New Reality,Importance of Email Security & Advantages in New Reality - Gua.,Importance of Email Security & Advantages in New Reality,56,https://guardiandigital.com/resources/blog/why-email-security-is-more-important-than-ever-in-this-new-reality,"Why Email Security Is More Important Than Ever in This 'New Reality' - Email protection is important because of cyber threats like social attacks that target organizations via email. For example, phishing emails might trick users into giving up sensitive information, approving fake bills, or downloading malware that can go on to infect your company network. Email...",Malevolent Cyber Attacks can cause significant data breaches and leak sensitive information. Here's why email security is important in this day and age. ,153,,,,,,,,,,,,320,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-email-security-is-more-important-than-ever-in-this-new-reality,index.php?option=com_content&view=article&id=136,index.php?option=com_content&view=article&id=136,136,w5zxq_content,136,w5zxq_content,True,True
319,,,Why Ransomware is a Threat to Business,,,Existing Page,https://guardiandigital.com/resources/blog/why-ransomware-is-a-threat-to-business,,,,,,,Why Ransomware is a Threat to Business,Email Security Intelligence - Why Ransomware is a Threat to Business,Why Ransomware is a Threat to Business.,Why Ransomware is a Threat to Business,38,https://guardiandigital.com/resources/blog/why-ransomware-is-a-threat-to-business,"Why Ransomware is a Threat to Business - Despite industry demand for experts in the field to combat these major issues, cyber crime is escalating faster than the growth of qualified cybersecurity professionals. The Bureau of Labor Statistics estimates that cybersecurity jobs will now grow by 31% up to 2029 because of the cyber crisis...","Ransomware attacks grew exponentially during the pandemic, making them a grave issue for organizations. Here's why ransomware is a threat to business.",150,,,,,,,,,,,,321,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-ransomware-is-a-threat-to-business,index.php?option=com_content&view=article&id=168,index.php?option=com_content&view=article&id=168,168,w5zxq_content,168,w5zxq_content,True,True
320,,,DMARC to Secure Email against Spoofing Attacks & Sender Fraud ,,,Existing Page,https://guardiandigital.com/resources/blog/why-you-need-dmarc-to-secure-email-against-spoofing-attacks-sender-fraud,,,,,,,Why You Need DMARC to Secure Email against Spoofing Attacks & Sender Fraud,Email Security Intelligence - DMARC to Secure Email against Spoofing Attacks & Sender Fraud ,DMARC to Secure Email against Spoofing Attacks & Sender Fraud ,DMARC: Secure Email against Spoofing Attacks & Sender Fraud ,60,https://guardiandigital.com/resources/blog/why-you-need-dmarc-to-secure-email-against-spoofing-attacks-sender-fraud,"Why You Need DMARC to Secure Email against Spoofing Attacks & Sender Fraud - Avoiding this uncertainty is exactly what sender fraud protection through the implementation of the DMARC (Domain-based Message Authentication, Reporting, and Conformance) anti-phishing and anti-spoofing protocol is designed to do. This article will explain how DMARC helps combat sender...",Recently Cyber Attacks have become more common and sophisticated. Here's why you need DMARC to secure email against spoofing attacks & sender fraud. ,149,,,,,,,,,,,,322,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-you-need-dmarc-to-secure-email-against-spoofing-attacks-sender-fraud,index.php?option=com_content&view=article&id=172,index.php?option=com_content&view=article&id=172,172,w5zxq_content,172,w5zxq_content,True,True
321,,,Why Your Business Needs Superior Email Protection,,,Existing Page,https://guardiandigital.com/resources/blog/why-your-business-needs-better-email-security,,,,,,,Why Your Business Needs Superior Email Protection,Email Security Intelligence - Why Your Business Needs Superior Email Protection,Why Your Business Needs Superior Email Protection.,Why Your Business Needs Superior Email Protection,49,https://guardiandigital.com/resources/blog/why-your-business-needs-better-email-security,"Why Your Business Needs Superior Email Protection - Inadequately secured email accounts provide cyber attackers with an open door into your business - frequently resulting in the compromise of sensitive data, lost productivity and serious reputation damage. Having an effective email security strategy in place is vital in keeping your business safe...","Cyber Attacks have become more complex recently, necessitating more sophisticated security. Here's why your business needs superior email protection.",149,,,,,,,,,,,,323,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-your-business-needs-better-email-security,index.php?option=com_content&view=article&id=98,index.php?option=com_content&view=article&id=98,98,w5zxq_content,98,w5zxq_content,True,True
322,,,Your Current Approach to Email Security May Not Be Enough,,,Existing Page,https://guardiandigital.com/resources/blog/why-your-current-approach-to-email-security-may-not-be-enough,,,,,,,Your Current Approach to Email Security May Not Be Enough,Email Security Intelligence - Your Current Approach to Email Security May Not Be Enough,Your Current Approach to Email Security May Not Be Enough.,Your Current Approach to Email Security May Not Be Enough,57,https://guardiandigital.com/resources/blog/why-your-current-approach-to-email-security-may-not-be-enough,"Your Current Approach to Email Security May Not Be Enough - These days, the words “spam email” and “data breach” are commonplace. With an estimated 3.8 billion email users worldwide (Radicati Group), it is no surprise that scammers and cyber criminals frequently utilize email as a vector to carry out their attacks. Most email users are aware of this...",Recently Cyber Attacks have become more complex and need more advanced security. Here's why your current approach to email security may not be enough.,150,,,,,,,,,,,,324,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,why-your-current-approach-to-email-security-may-not-be-enough,index.php?option=com_content&view=article&id=45,index.php?option=com_content&view=article&id=45,45,w5zxq_content,45,w5zxq_content,True,True
323,,,What Is Wiper Malware and Is It Worse Than Ransomware?,,,Existing Page,https://guardiandigital.com/resources/blog/wiper-malware,,,,,,,What Is Wiper Malware and Is It Worse Than Ransomware?,Email Security Intelligence - What Is Wiper Malware and Is It Worse Than Ransomware?,What Is Wiper Malware and Is It Worse Than Ransomware?.,What Is Wiper Malware and Is It Worse Than Ransomware?,54,https://guardiandigital.com/resources/blog/wiper-malware,"What Is Wiper Malware and Is It Worse Than Ransomware? - Deployments of wiper malware rose in 2022, revealing the evolution of more destructive and sophisticated attacks. Unfortunately, compared to wiper malware, the sole purpose is to cause destruction and damage and not to steal data or money. This article will discuss the differences between the...","You've likely heard of ransomware, but have you heard of wiper malware? Read on to understand what Wiper Malware is, and if it is worse than ransomware.",152,,,,,,,,,,,,325,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,wiper-malware,index.php?option=com_content&view=article&id=319,index.php?option=com_content&view=article&id=319,319,w5zxq_content,319,w5zxq_content,True,True
324,,,Wire Transfer Scams Involving Real Estate Transactions: How to Prevent Fraud with Effective Email Security,,,Existing Page,https://guardiandigital.com/resources/blog/wire-transfer-scams-involving-real-estate-transactions-how-to-prevent-fraud-with-effective-email-security,,,,,,,Wire Transfer Scams Involving Real Estate Transactions: How to Prevent Fraud with Effective Email Security,Email Security Intelligence - Wire Transfer Scams Involving Real Estate Transactions: How to Prevent Fraud with Effective Email Security,Wire Transfer Scams Involving Real Estate Transactions: How to Prevent Fraud with Effective Email Security,Real Estate Email Security: Preventing Wire Transfer Scams,58,https://guardiandigital.com/resources/blog/wire-transfer-scams-involving-real-estate-transactions-how-to-prevent-fraud-with-effective-email-security,"Wire Transfer Scams Involving Real Estate Transactions: How to Prevent Fraud with Effective Email Security - Criminals are taking advantage of the complex and hurried nature of the real estate, which makes these scams relatively easy to carry out and often effective. The number of vulnerable parties involved in the real estate closing process - attorneys, lenders, agents, title companies, sellers and...",Many people are falling prey to real estate phishing attacks involving wire transfers. Here are ways to prevent fraud with effective email security.,148,,,,,,,,,,,,326,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,wire-transfer-scams-involving-real-estate-transactions-how-to-prevent-fraud-with-effective-email-security,index.php?option=com_content&view=article&id=61,index.php?option=com_content&view=article&id=61,61,w5zxq_content,61,w5zxq_content,True,True
325,,,Ways to Prevent Email Account being compromised in a Breach,,,Existing Page,https://guardiandigital.com/resources/blog/you-ve-been-pwned-best-practices-to-prevent-your-email-account-from-being-compromised-in-a-data-breach,,,,,,,Ways to Prevent Email Account being compromised in a Breach,Email Security Intelligence - Ways to Prevent Email Account being compromised in a Breach,Ways to Prevent Email Account being compromised in a Breach.,Ways to Prevent Email Account being compromised in a Breach,59,https://guardiandigital.com/resources/blog/you-ve-been-pwned-best-practices-to-prevent-your-email-account-from-being-compromised-in-a-data-breach,"Ways to Prevent Email Account being compromised in a Breach - Interview with Guardian Digital CEO Dave Wreski Interviewed by Brittany Day, Director of Marketing, Guardian Digital. What were your thoughts when you learned that your email address had been pwned in a data breach? I was discouraged, but not the least bit surprised when I was notified that my...",Email accounts have become vulnerable to Cyber Attacks and data breaches. Learn how you can prevent your email account from being compromised in a breach.,154,,,,,,,,,,,,327,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,you-ve-been-pwned-best-practices-to-prevent-your-email-account-from-being-compromised-in-a-data-breach,index.php?option=com_content&view=article&id=46,index.php?option=com_content&view=article&id=46,46,w5zxq_content,46,w5zxq_content,True,True
326,,,You’ve Got Mail: How To Tell If It’s Fraud,,,Existing Page,https://guardiandigital.com/resources/blog/you-ve-got-mail-how-to-tell-if-it-s-fraud,,,,,,,You’ve Got Mail: How To Tell If It’s Fraud,Email Security Intelligence - You’ve Got Mail: How To Tell If It’s Fraud,You’ve Got Mail: How To Tell If It’s Fraud.,You’ve Got Mail: How To Tell If It’s Fraud,42,https://guardiandigital.com/resources/blog/you-ve-got-mail-how-to-tell-if-it-s-fraud,"You’ve Got Mail: How To Tell If It’s Fraud - Cyber thieves are using social engineering, phishing attacks and other stealthy tricks to threaten their targets into making a fraudulent financial payment. The scam works by first compromising one account, then using the trust relationship between that account and those associated with that...",Not all emails are created equal. Some may be inauthentic and fraudulent. Here's how you can tell if you're receiving fraudulent emails.  ,138,,,,,,,,,,,,328,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,you-ve-got-mail-how-to-tell-if-it-s-fraud,index.php?option=com_content&view=article&id=102,index.php?option=com_content&view=article&id=102,102,w5zxq_content,102,w5zxq_content,True,True
327,,,What Is A Zero-Day Attack & How To Prevent Zero Day Exploit?,,,Existing Page,https://guardiandigital.com/resources/blog/zero-day-attack,,,,,,,What Are Zero-Day Attacks & How Can I Prevent Them?,Email Security Intelligence - What Is A Zero-Day Attack & How To Prevent Zero Day Exploit?,What Is A Zero-Day Attack & How To Prevent Zero Day Exploit? -.,What Is A Zero-Day Attack & How To Prevent Zero Day Exploit?,60,https://guardiandigital.com/resources/blog/zero-day-attack,"What Are Zero-Day Attacks & How Can I Prevent Them? - When it comes to mitigating your risk of suffering a zero-day attack, prevention is the best form of protection. Inadequately secured email systems are one of the most common ways that cyber criminals infiltrate organizations’ networks. Thus, it is incredibly important for businesses to ensure...",Zero-day attacks can harm your organization by costing you system downtime and loss of productivity. Here's what they entail and how you can prevent them.,154,,,,,,,,,,,,329,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,zero-day-attack,index.php?option=com_content&view=article&id=70,index.php?option=com_content&view=article&id=70,70,w5zxq_content,70,w5zxq_content,True,True
328,x,Must Read Blog Posts,,,,Existing Page,https://guardiandigital.com/resources/must-read-blog-posts,,,Must Read Blog Posts,,,,Must Read Blog Posts,Must Read Blog Posts,"Must Read - Email Security Intelligence, Tips & Tricks & Blog.",Must Read Blog Posts - Guardian Digital,39,https://guardiandigital.com/resources/must-read-blog-posts,"Guardian Digital must read blog. We post our thoughts, insights, and leads here. Keep in touch by RSS feed or by an email subscription.",Guardian Digital brings to you the latest insights and trends in email security. Check out our 'Must Read Blog Posts' section for top tips. ,140,,,,,,,,,,,,330,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",False,False,must-read-blog-posts,,,,,,,False,False
